구분별,시점,경기실적SBHI
혁신형기업,2019.08 월,76.5
혁신형기업,2019.09 월,80.1
혁신형기업,2019.10 월,85.4
혁신형기업,2019.11 월,89.1
혁신형기업,2019.12 월,86.2
혁신형기업,2020.01 월,82.5
혁신형기업,2020.02 월,74.3
혁신형기업,2020.03 월,77.8
혁신형기업,2020.04 월,66.2
혁신형기업,2020.05 월,60.4
혁신형기업,2020.06 월,65.9
혁신형기업,2020.07 월,77.7
혁신형기업,2020.08 월,74.9
혁신형기업,2020.09 월,83.9
혁신형기업,2020.10 월,88.6
혁신형기업,2020.11 월,88
혁신형기업,2020.12 월,84.2
혁신형기업,2021.01 월,85.3
혁신형기업,2021.02 월,75.7
혁신형기업,2021.03 월,85.9
혁신형기업,2021.04 월,83.7
혁신형기업,2021.05 월,89.3
혁신형기업,2021.06 월,90.1
혁신형기업,2021.07 월,88.5
혁신형기업,2021.08 월,81
혁신형기업,2021.09 월,84.2
혁신형기업,2021.10 월,78.6
혁신형기업,2021.11 월,94.2
혁신형기업,2021.12 월,91.2
혁신형기업,2022.01 월,80.1
혁신형기업,2022.02 월,77.2
혁신형기업,2022.03 월,88.3
혁신형기업,2022.04 월,85.5
경공업,2015.02 월,72.2
경공업,2015.03 월,81.4
경공업,2015.04 월,84.2
경공업,2015.05 월,86
경공업,2015.06 월,74.5
경공업,2015.07 월,77.2
경공업,2015.08 월,77.4
경공업,2015.09 월,87
경공업,2015.10 월,84.5
경공업,2015.11 월,81.9
경공업,2015.12 월,80.4
경공업,2016.01 월,74.8
경공업,2016.02 월,70.9
경공업,2016.03 월,88.7
경공업,2016.04 월,88.4
경공업,2016.05 월,87.9
경공업,2016.06 월,86.4
경공업,2016.07 월,83.5
경공업,2016.08 월,86.8
경공업,2016.09 월,90.2
경공업,2016.10 월,84.3
경공업,2016.11 월,81.6
경공업,2016.12 월,78.3
경공업,2017.01 월,75
경공업,2017.02 월,76.5
경공업,2017.03 월,84.1
경공업,2017.04 월,88.8
경공업,2017.05 월,81.7
경공업,2017.06 월,82.8
경공업,2017.07 월,81.4
경공업,2017.08 월,79.2
경공업,2017.09 월,91.2
경공업,2017.10 월,82
경공업,2017.11 월,84
경공업,2017.12 월,81
경공업,2018.01 월,77.9
경공업,2018.02 월,75.7
경공업,2018.03 월,85.8
경공업,2018.04 월,83.5
경공업,2018.05 월,83
경공업,2018.06 월,81.2
경공업,2018.07 월,75.3
경공업,2018.08 월,76.4
경공업,2018.09 월,83.1
경공업,2018.10 월,80.7
경공업,2018.11 월,81.1
경공업,2018.12 월,78.1
경공업,2019.01 월,78.1
경공업,2019.02 월,67.8
경공업,2019.03 월,81.8
경공업,2019.04 월,80.8
경공업,2019.05 월,80.4
경공업,2019.06 월,78.3
경공업,2019.07 월,78.4
경공업,2019.08 월,75.4
경공업,2019.09 월,77.1
경공업,2019.10 월,78.2
경공업,2019.11 월,80.5
경공업,2019.12 월,78
경공업,2020.01 월,73.7
경공업,2020.02 월,64
경공업,2020.03 월,61.8
경공업,2020.04 월,54
경공업,2020.05 월,57.1
경공업,2020.06 월,59.4
경공업,2020.07 월,66.2
경공업,2020.08 월,62
경공업,2020.09 월,72.5
경공업,2020.10 월,74.4
경공업,2020.11 월,75.3
경공업,2020.12 월,69.1
경공업,2021.01 월,70
경공업,2021.02 월,69.6
경공업,2021.03 월,79.2
경공업,2021.04 월,76.3
경공업,2021.05 월,78.1
경공업,2021.06 월,79.5
경공업,2021.07 월,74.5
경공업,2021.08 월,72.4
경공업,2021.09 월,77.8
경공업,2021.10 월,78.5
경공업,2021.11 월,83.2
경공업,2021.12 월,78.2
경공업,2022.01 월,81
경공업,2022.02 월,74.1
경공업,2022.03 월,75.4
경공업,2022.04 월,77.2
중화학공업,2015.02 월,74.4
중화학공업,2015.03 월,86.1
중화학공업,2015.04 월,86.2
중화학공업,2015.05 월,84.8
중화학공업,2015.06 월,81.4
중화학공업,2015.07 월,80.7
중화학공업,2015.08 월,78.5
중화학공업,2015.09 월,83.8
중화학공업,2015.10 월,85.3
중화학공업,2015.11 월,83.2
중화학공업,2015.12 월,80
중화학공업,2016.01 월,78.3
중화학공업,2016.02 월,71.6
중화학공업,2016.03 월,86.8
중화학공업,2016.04 월,89.5
중화학공업,2016.05 월,88.5
중화학공업,2016.06 월,85.3
중화학공업,2016.07 월,88.1
중화학공업,2016.08 월,79.3
중화학공업,2016.09 월,85.2
중화학공업,2016.10 월,83.9
중화학공업,2016.11 월,84.2
중화학공업,2016.12 월,82.7
중화학공업,2017.01 월,76.7
중화학공업,2017.02 월,78.3
중화학공업,2017.03 월,87.8
중화학공업,2017.04 월,86.3
중화학공업,2017.05 월,83.6
중화학공업,2017.06 월,86.4
중화학공업,2017.07 월,84.4
중화학공업,2017.08 월,79.3
중화학공업,2017.09 월,89
중화학공업,2017.10 월,79.4
중화학공업,2017.11 월,87.3
중화학공업,2017.12 월,85
중화학공업,2018.01 월,78.8
중화학공업,2018.02 월,75
중화학공업,2018.03 월,83.9
중화학공업,2018.04 월,88.4
중화학공업,2018.05 월,87.9
중화학공업,2018.06 월,87.5
중화학공업,2018.07 월,83.4
중화학공업,2018.08 월,80.2
중화학공업,2018.09 월,81.3
중화학공업,2018.10 월,82.8
중화학공업,2018.11 월,83.7
중화학공업,2018.12 월,82.9
중화학공업,2019.01 월,78.2
중화학공업,2019.02 월,72.3
중화학공업,2019.03 월,82.5
중화학공업,2019.04 월,86.4
중화학공업,2019.05 월,85.3
중화학공업,2019.06 월,84.6
중화학공업,2019.07 월,80.3
중화학공업,2019.08 월,76.2
중화학공업,2019.09 월,75.8
중화학공업,2019.10 월,81.1
중화학공업,2019.11 월,84.4
중화학공업,2019.12 월,83.3
중화학공업,2020.01 월,78.8
중화학공업,2020.02 월,71.5
중화학공업,2020.03 월,71.4
중화학공업,2020.04 월,64
중화학공업,2020.05 월,60.1
중화학공업,2020.06 월,64.7
중화학공업,2020.07 월,73.3
중화학공업,2020.08 월,70.5
중화학공업,2020.09 월,75.6
중화학공업,2020.10 월,81.1
중화학공업,2020.11 월,82.2
중화학공업,2020.12 월,80.8
중화학공업,2021.01 월,75.9
중화학공업,2021.02 월,76.3
중화학공업,2021.03 월,84.6
중화학공업,2021.04 월,89.4
중화학공업,2021.05 월,83.6
중화학공업,2021.06 월,85.6
중화학공업,2021.07 월,82.1
중화학공업,2021.08 월,76.4
중화학공업,2021.09 월,81.5
중화학공업,2021.10 월,83.5
중화학공업,2021.11 월,86.1
중화학공업,2021.12 월,86.2
중화학공업,2022.01 월,83.4
중화학공업,2022.02 월,81.2
중화학공업,2022.03 월,86.7
중화학공업,2022.04 월,86.9
비제조업,2015.01 월,77.5
비제조업,2015.02 월,77.8
비제조업,2015.03 월,82.6
비제조업,2015.04 월,82.3
비제조업,2015.05 월,87.2
비제조업,2015.06 월,75.6
비제조업,2015.07 월,78.4
비제조업,2015.08 월,79.1
비제조업,2015.09 월,84.7
비제조업,2015.10 월,87.5
비제조업,2015.11 월,82.8
비제조업,2015.12 월,84.2
비제조업,2016.01 월,77.4
비제조업,2016.02 월,71
비제조업,2016.03 월,84.6
비제조업,2016.04 월,87.1
비제조업,2016.05 월,85.5
비제조업,2016.06 월,84.9
비제조업,2016.07 월,82.2
비제조업,2016.08 월,82.2
비제조업,2016.09 월,84.1
비제조업,2016.10 월,82.4
비제조업,2016.11 월,78.5
비제조업,2016.12 월,78.4
비제조업,2017.01 월,73.2
비제조업,2017.02 월,70.3
비제조업,2017.03 월,85
비제조업,2017.04 월,84.8
비제조업,2017.05 월,83.7
비제조업,2017.06 월,82.1
비제조업,2017.07 월,83.5
비제조업,2017.08 월,81.2
비제조업,2017.09 월,89.5
비제조업,2017.10 월,80.4
비제조업,2017.11 월,86.9
비제조업,2017.12 월,86.2
비제조업,2018.01 월,77.8
비제조업,2018.02 월,75.1
비제조업,2018.03 월,86.6
비제조업,2018.04 월,86.5
비제조업,2018.05 월,86.2
비제조업,2018.06 월,85.1
비제조업,2018.07 월,80.9
비제조업,2018.08 월,80.2
비제조업,2018.09 월,81.4
비제조업,2018.10 월,79.5
비제조업,2018.11 월,79.9
비제조업,2018.12 월,80
비제조업,2019.01 월,75.6
비제조업,2019.02 월,68
비제조업,2019.03 월,80.5
비제조업,2019.04 월,80.4
비제조업,2019.05 월,80.8
비제조업,2019.06 월,77.4
비제조업,2019.07 월,76.6
비제조업,2019.08 월,73.7
비제조업,2019.09 월,80
비제조업,2019.10 월,81.1
비제조업,2019.11 월,80.1
비제조업,2019.12 월,78.6
비제조업,2020.01 월,76.3
비제조업,2020.02 월,64.5
비제조업,2020.03 월,50.9
비제조업,2020.04 월,52.8
비제조업,2020.05 월,58.7
비제조업,2020.06 월,65.1
비제조업,2020.07 월,63.2
비제조업,2020.08 월,58.6
비제조업,2020.09 월,62.6
비제조업,2020.10 월,68.6
비제조업,2020.11 월,68.5
비제조업,2020.12 월,60.3
비제조업,2021.01 월,61.6
비제조업,2021.02 월,60.3
비제조업,2021.03 월,70
비제조업,2021.04 월,76.1
비제조업,2021.05 월,75.8
비제조업,2021.06 월,75.6
비제조업,2021.07 월,70.7
비제조업,2021.08 월,68.5
비제조업,2021.09 월,74.3
비제조업,2021.10 월,76.9
비제조업,2021.11 월,81.7
비제조업,2021.12 월,78.8
비제조업,2022.01 월,76.8
비제조업,2022.02 월,70.5
비제조업,2022.03 월,74.4
비제조업,2022.04 월,82.4
소기업,2015.01 월,72.9
소기업,2015.02 월,70.4
소기업,2015.03 월,78.6
소기업,2015.04 월,80.2
소기업,2015.05 월,83.5
소기업,2015.06 월,74
소기업,2015.07 월,73.7
소기업,2015.08 월,78.1
소기업,2015.09 월,81.6
소기업,2015.10 월,83.4
소기업,2015.11 월,78.6
소기업,2015.12 월,76.1
소기업,2016.01 월,73.8
소기업,2016.02 월,66.6
소기업,2016.03 월,79
소기업,2016.04 월,78.9
소기업,2016.05 월,81.1
소기업,2016.06 월,79.5
소기업,2016.07 월,79.2
소기업,2016.08 월,79.1
소기업,2016.09 월,79.1
소기업,2016.10 월,81.4
소기업,2016.11 월,73
소기업,2016.12 월,74.4
소기업,2017.01 월,69.9
소기업,2017.02 월,65
소기업,2017.03 월,85.2
소기업,2017.04 월,85.3
소기업,2017.05 월,80.7
소기업,2017.06 월,80.7
소기업,2017.07 월,84.3
소기업,2017.08 월,80.9
소기업,2017.09 월,88.3
소기업,2017.10 월,74.5
소기업,2017.11 월,87
소기업,2017.12 월,83.9
소기업,2018.01 월,73.2
소기업,2018.02 월,70.9
소기업,2018.03 월,86.1
소기업,2018.04 월,87.1
소기업,2018.05 월,85.8
소기업,2018.06 월,87
소기업,2018.07 월,79.5
소기업,2018.08 월,79.7
소기업,2018.09 월,77.1
소기업,2018.10 월,76.4
소기업,2018.11 월,78.8
소기업,2018.12 월,78.1
소기업,2019.01 월,68.3
소기업,2019.02 월,62.6
소기업,2019.03 월,77
소기업,2019.04 월,76.5
소기업,2019.05 월,76.6
소기업,2019.06 월,72.1
소기업,2019.07 월,72.8
소기업,2019.08 월,67.1
소기업,2019.09 월,76.1
소기업,2019.10 월,77.1
소기업,2019.11 월,76
소기업,2019.12 월,75.9
소기업,2020.01 월,67.8
소기업,2020.02 월,56.3
소기업,2020.03 월,46.3
소기업,2020.04 월,54
소기업,2020.05 월,60
소기업,2020.06 월,67.7
소기업,2020.07 월,61.7
소기업,2020.08 월,54.4
소기업,2020.09 월,57.8
소기업,2020.10 월,64.9
소기업,2020.11 월,63.9
소기업,2020.12 월,56.7
소기업,2021.01 월,53.7
소기업,2021.02 월,54.3
소기업,2021.03 월,66.5
소기업,2021.04 월,73
소기업,2021.05 월,69.4
소기업,2021.06 월,70.4
소기업,2021.07 월,64.1
소기업,2021.08 월,63.3
소기업,2021.09 월,68.3
소기업,2021.10 월,70.8
소기업,2021.11 월,78.7
소기업,2021.12 월,69.8
소기업,2022.01 월,69.5
소기업,2022.02 월,62.5
소기업,2022.03 월,72
소기업,2022.04 월,78.6
중기업,2015.01 월,82.6
중기업,2015.02 월,85.9
중기업,2015.03 월,86.9
중기업,2015.04 월,84.8
중기업,2015.05 월,91.2
중기업,2015.06 월,77.4
중기업,2015.07 월,83.5
중기업,2015.08 월,80.3
중기업,2015.09 월,87.9
중기업,2015.10 월,92.3
중기업,2015.11 월,87.4
중기업,2015.12 월,93.3
중기업,2016.01 월,81.6
중기업,2016.02 월,76.1
중기업,2016.03 월,88.3
중기업,2016.04 월,92.4
중기업,2016.05 월,88.4
중기업,2016.06 월,88.4
중기업,2016.07 월,84.2
중기업,2016.08 월,84.2
중기업,2016.09 월,87.4
중기업,2016.10 월,83.3
중기업,2016.11 월,83.1
중기업,2016.12 월,81.9
중기업,2017.01 월,76
중기업,2017.02 월,74.9
중기업,2017.03 월,84.9
중기업,2017.04 월,84.3
중기업,2017.05 월,86.2
중기업,2017.06 월,83.2
중기업,2017.07 월,82.7
중기업,2017.08 월,81.5
중기업,2017.09 월,90.5
중기업,2017.10 월,85.4
중기업,2017.11 월,86.8
중기업,2017.12 월,88.6
중기업,2018.01 월,82.7
중기업,2018.02 월,79.5
중기업,2018.03 월,87.1
중기업,2018.04 월,85.9
중기업,2018.05 월,86.6
중기업,2018.06 월,83.1
중기업,2018.07 월,82.5
중기업,2018.08 월,80.6
중기업,2018.09 월,85.9
중기업,2018.10 월,82.9
중기업,2018.11 월,81
중기업,2018.12 월,82
중기업,2019.01 월,79.6
중기업,2019.02 월,72.5
중기업,2019.03 월,83.3
중기업,2019.04 월,83.6
중기업,2019.05 월,84.3
중기업,2019.06 월,81.7
중기업,2019.07 월,79.7
중기업,2019.08 월,79.1
중기업,2019.09 월,83.1
중기업,2019.10 월,84.3
중기업,2019.11 월,83.4
중기업,2019.12 월,80.9
중기업,2020.01 월,83.2
중기업,2020.02 월,71.2
중기업,2020.03 월,54.6
중기업,2020.04 월,51.8
중기업,2020.05 월,57.6
중기업,2020.06 월,63
중기업,2020.07 월,64.4
중기업,2020.08 월,62
중기업,2020.09 월,66.6
중기업,2020.10 월,71.5
중기업,2020.11 월,72.3
중기업,2020.12 월,63.2
중기업,2021.01 월,68.2
중기업,2021.02 월,65.2
중기업,2021.03 월,72.8
중기업,2021.04 월,78.6
중기업,2021.05 월,81
중기업,2021.06 월,79.9
중기업,2021.07 월,76.1
중기업,2021.08 월,72.7
중기업,2021.09 월,79.2
중기업,2021.10 월,81.9
중기업,2021.11 월,84.1
중기업,2021.12 월,86.2
중기업,2022.01 월,82.7
중기업,2022.02 월,77.1
중기업,2022.03 월,76.4
중기업,2022.04 월,85.6
일반기업,2015.01 월,77.5
일반기업,2015.02 월,77.7
일반기업,2015.03 월,82.8
일반기업,2015.04 월,82.6
일반기업,2015.05 월,87.5
일반기업,2015.06 월,75.3
일반기업,2015.07 월,78.3
일반기업,2015.08 월,79.7
일반기업,2015.09 월,84.9
일반기업,2015.10 월,88
일반기업,2015.11 월,83.5
일반기업,2015.12 월,84.7
일반기업,2016.01 월,78.5
일반기업,2016.02 월,71.8
일반기업,2016.03 월,84.5
일반기업,2016.04 월,87.1
일반기업,2016.05 월,85.6
일반기업,2016.06 월,85.1
일반기업,2016.07 월,82.5
일반기업,2016.08 월,81.8
일반기업,2016.09 월,83.5
일반기업,2016.10 월,82.1
일반기업,2016.11 월,79.6
일반기업,2016.12 월,78.3
일반기업,2017.01 월,73.5
일반기업,2017.02 월,70.3
일반기업,2017.03 월,84.8
일반기업,2017.04 월,84.4
일반기업,2017.05 월,84.1
일반기업,2017.06 월,81.8
일반기업,2017.07 월,83
일반기업,2017.08 월,81.8
일반기업,2017.09 월,89.4
일반기업,2017.10 월,79
일반기업,2017.11 월,86.3
일반기업,2017.12 월,85.8
일반기업,2018.01 월,76.7
일반기업,2018.02 월,75.3
일반기업,2018.03 월,87.2
일반기업,2018.04 월,86.1
일반기업,2018.05 월,86.9
일반기업,2018.06 월,85.1
일반기업,2018.07 월,80
일반기업,2018.08 월,80.1
일반기업,2018.09 월,81.4
일반기업,2018.10 월,80.2
일반기업,2018.11 월,79.6
일반기업,2018.12 월,80
일반기업,2019.01 월,74.9
일반기업,2019.02 월,68.4
일반기업,2019.03 월,80.7
일반기업,2019.04 월,81
일반기업,2019.05 월,81.4
일반기업,2019.06 월,78.7
일반기업,2019.07 월,77
일반기업,2019.08 월,73.5
일반기업,2019.09 월,81.3
일반기업,2019.10 월,81
일반기업,2019.11 월,79.5
일반기업,2019.12 월,79.3
일반기업,2020.01 월,76.3
일반기업,2020.02 월,65.5
일반기업,2020.03 월,51.3
일반기업,2020.04 월,53.4
일반기업,2020.05 월,59
일반기업,2020.06 월,65.8
일반기업,2020.07 월,63.3
일반기업,2020.08 월,58.6
일반기업,2020.09 월,61.7
일반기업,2020.10 월,68.4
일반기업,2020.11 월,68.4
일반기업,2020.12 월,59.9
일반기업,2021.01 월,61.1
일반기업,2021.02 월,60.8
일반기업,2021.03 월,70.2
일반기업,2021.04 월,76.4
일반기업,2021.05 월,76.5
일반기업,2021.06 월,76.6
일반기업,2021.07 월,71.3
일반기업,2021.08 월,68.3
일반기업,2021.09 월,74.4
일반기업,2021.10 월,76.3
일반기업,2021.11 월,81.1
일반기업,2021.12 월,78.1
일반기업,2022.01 월,76.2
일반기업,2022.02 월,70.6
일반기업,2022.03 월,74.5
일반기업,2022.04 월,83.2
혁신형기업,2015.01 월,76.8
혁신형기업,2015.02 월,81.8
혁신형기업,2015.03 월,76
혁신형기업,2015.04 월,76.7
혁신형기업,2015.05 월,77.5
혁신형기업,2015.06 월,82.7
혁신형기업,2015.07 월,81
혁신형기업,2015.08 월,67.7
혁신형기업,2015.09 월,78.6
혁신형기업,2015.10 월,79.3
혁신형기업,2015.11 월,67.9
혁신형기업,2015.12 월,74.5
혁신형기업,2016.01 월,55.9
혁신형기업,2016.02 월,56.5
혁신형기업,2016.03 월,86
혁신형기업,2016.04 월,87.1
혁신형기업,2016.05 월,84
혁신형기업,2016.06 월,82.1
혁신형기업,2016.07 월,78.3
혁신형기업,2016.08 월,89.3
혁신형기업,2016.09 월,93.8
혁신형기업,2016.10 월,87.1
혁신형기업,2016.11 월,65.4
혁신형기업,2016.12 월,79.8
혁신형기업,2017.01 월,69.5
혁신형기업,2017.02 월,70.7
혁신형기업,2017.03 월,88.5
혁신형기업,2017.04 월,88.3
혁신형기업,2017.05 월,77.5
혁신형기업,2017.06 월,86.1
혁신형기업,2017.07 월,90.8
혁신형기업,2017.08 월,71.9
혁신형기업,2017.09 월,90.4
혁신형기업,2017.10 월,101.6
혁신형기업,2017.11 월,96.9
혁신형기업,2017.12 월,93.7
혁신형기업,2018.01 월,98.2
혁신형기업,2018.02 월,71.4
혁신형기업,2018.03 월,76
혁신형기업,2018.04 월,93
혁신형기업,2018.05 월,75.5
혁신형기업,2018.06 월,85.8
혁신형기업,2018.07 월,97.1
혁신형기업,2018.08 월,80.4
혁신형기업,2018.09 월,81.2
혁신형기업,2018.10 월,67.5
혁신형기업,2018.11 월,84.7
혁신형기업,2018.12 월,80
혁신형기업,2019.01 월,84.8
혁신형기업,2019.02 월,62.4
혁신형기업,2019.03 월,77.4
혁신형기업,2019.04 월,73.4
혁신형기업,2019.05 월,72.8
혁신형기업,2019.06 월,59
혁신형기업,2019.07 월,70.4
혁신형기업,2019.08 월,77.3
혁신형기업,2019.09 월,60.8
혁신형기업,2019.10 월,82.7
혁신형기업,2019.11 월,87.5
혁신형기업,2019.12 월,68.9
혁신형기업,2020.01 월,75.9
혁신형기업,2020.02 월,50.7
혁신형기업,2020.03 월,45.2
혁신형기업,2020.04 월,44.8
혁신형기업,2020.05 월,52.5
혁신형기업,2020.06 월,57.1
혁신형기업,2020.07 월,62
혁신형기업,2020.08 월,58.3
혁신형기업,2020.09 월,76.5
혁신형기업,2020.10 월,70.8
혁신형기업,2020.11 월,70.5
혁신형기업,2020.12 월,69.1
혁신형기업,2021.01 월,78.7
혁신형기업,2021.02 월,41.9
혁신형기업,2021.03 월,64.8
혁신형기업,2021.04 월,64.5
혁신형기업,2021.05 월,60.9
혁신형기업,2021.06 월,54.9
혁신형기업,2021.07 월,51.5
혁신형기업,2021.08 월,72.9
혁신형기업,2021.09 월,71.1
혁신형기업,2021.10 월,87.2
혁신형기업,2021.11 월,97.1
혁신형기업,2021.12 월,93.6
혁신형기업,2022.01 월,84.7
혁신형기업,2022.02 월,69.9
혁신형기업,2022.03 월,73
혁신형기업,2022.04 월,73.8
건설업,2015.01 월,68.8
건설업,2015.02 월,67.3
건설업,2015.03 월,75.5
건설업,2015.04 월,77
건설업,2015.05 월,80.9
건설업,2015.06 월,80.9
건설업,2015.07 월,79.8
건설업,2015.08 월,78.8
건설업,2015.09 월,82.4
건설업,2015.10 월,81.9
건설업,2015.11 월,80.8
건설업,2015.12 월,75.3
건설업,2016.01 월,69
건설업,2016.02 월,64.7
건설업,2016.03 월,79.1
건설업,2016.04 월,81.3
건설업,2016.05 월,82.3
건설업,2016.06 월,84.5
건설업,2016.07 월,82.3
건설업,2016.08 월,76.2
건설업,2016.09 월,88.7
건설업,2016.10 월,81.8
건설업,2016.11 월,84.3
건설업,2016.12 월,79.6
건설업,2017.01 월,71.6
건설업,2017.02 월,67.6
건설업,2017.03 월,85.6
건설업,2017.04 월,89
건설업,2017.05 월,82.9
건설업,2017.06 월,81.7
건설업,2017.07 월,79.8
건설업,2017.08 월,82.7
건설업,2017.09 월,82.7
건설업,2017.10 월,85
건설업,2017.11 월,82.4
건설업,2017.12 월,87.2
건설업,2018.01 월,71.3
건설업,2018.02 월,68.7
건설업,2018.03 월,81.8
건설업,2018.04 월,85.4
건설업,2018.05 월,82.9
건설업,2018.06 월,85.6
건설업,2018.07 월,82.7
건설업,2018.08 월,80.9
건설업,2018.09 월,77.8
건설업,2018.10 월,79.9
건설업,2018.11 월,78.8
건설업,2018.12 월,79
건설업,2019.01 월,68.2
건설업,2019.02 월,65.6
건설업,2019.03 월,74.5
건설업,2019.04 월,77
건설업,2019.05 월,85.6
건설업,2019.06 월,82
건설업,2019.07 월,84
건설업,2019.08 월,82.1
건설업,2019.09 월,86
건설업,2019.10 월,85.8
건설업,2019.11 월,84.9
건설업,2019.12 월,85.3
건설업,2020.01 월,76.4
건설업,2020.02 월,73.8
건설업,2020.03 월,67.4
건설업,2020.04 월,69.2
건설업,2020.05 월,71.6
건설업,2020.06 월,70.2
건설업,2020.07 월,74.9
건설업,2020.08 월,68.1
건설업,2020.09 월,67
건설업,2020.10 월,73
건설업,2020.11 월,73
건설업,2020.12 월,64.2
건설업,2021.01 월,64.4
건설업,2021.02 월,66.4
건설업,2021.03 월,71.5
건설업,2021.04 월,78.9
건설업,2021.05 월,77.8
건설업,2021.06 월,78.9
건설업,2021.07 월,77.6
건설업,2021.08 월,76.1
건설업,2021.09 월,75.6
건설업,2021.10 월,77.3
건설업,2021.11 월,79.6
건설업,2021.12 월,78.2
건설업,2022.01 월,72.8
건설업,2022.02 월,66.5
건설업,2022.03 월,72.5
건설업,2022.04 월,79.6
서비스업,2015.01 월,80.1
서비스업,2015.02 월,81
서비스업,2015.03 월,84.7
서비스업,2015.04 월,84
서비스업,2015.05 월,89.1
서비스업,2015.06 월,73.9
서비스업,2015.07 월,78.1
서비스업,2015.08 월,79.2
서비스업,2015.09 월,85.1
서비스업,2015.10 월,88.8
서비스업,2015.11 월,83.2
서비스업,2015.12 월,86.1
서비스업,2016.01 월,79.2
서비스업,2016.02 월,72.4
서비스업,2016.03 월,85.6
서비스업,2016.04 월,88
서비스업,2016.05 월,86.1
서비스업,2016.06 월,84.9
서비스업,2016.07 월,82.2
서비스업,2016.08 월,83.2
서비스업,2016.09 월,83.4
서비스업,2016.10 월,82.6
서비스업,2016.11 월,76.9
서비스업,2016.12 월,78.1
서비스업,2017.01 월,73.6
서비스업,2017.02 월,71
서비스업,2017.03 월,84.9
서비스업,2017.04 월,83.7
서비스업,2017.05 월,83.9
서비스업,2017.06 월,82.2
서비스업,2017.07 월,84.4
서비스업,2017.08 월,80.8
서비스업,2017.09 월,91.3
서비스업,2017.10 월,79.2
서비스업,2017.11 월,88.1
서비스업,2017.12 월,86
서비스업,2018.01 월,79.5
서비스업,2018.02 월,76.7
서비스업,2018.03 월,87.7
서비스업,2018.04 월,86.8
서비스업,2018.05 월,87
서비스업,2018.06 월,85
서비스업,2018.07 월,80.5
서비스업,2018.08 월,80
서비스업,2018.09 월,82.2
서비스업,2018.10 월,79.5
서비스업,2018.11 월,80.2
서비스업,2018.12 월,80.2
서비스업,2019.01 월,76.9
서비스업,2019.02 월,68.5
서비스업,2019.03 월,81.7
서비스업,2019.04 월,81.1
서비스업,2019.05 월,79.9
서비스업,2019.06 월,76.4
서비스업,2019.07 월,75.1
서비스업,2019.08 월,72
서비스업,2019.09 월,78.7
서비스업,2019.10 월,80.1
서비스업,2019.11 월,79.1
서비스업,2019.12 월,77.3
서비스업,2020.01 월,76.3
서비스업,2020.02 월,62.6
서비스업,2020.03 월,47.5
서비스업,2020.04 월,49.5
서비스업,2020.05 월,56
서비스업,2020.06 월,64.1
서비스업,2020.07 월,60.8
서비스업,2020.08 월,56.6
서비스업,2020.09 월,61.7
서비스업,2020.10 월,67.7
서비스업,2020.11 월,67.6
서비스업,2020.12 월,59.5
서비스업,2021.01 월,61.1
서비스업,2021.02 월,59.1
서비스업,2021.03 월,69.7
서비스업,2021.04 월,75.5
서비스업,2021.05 월,75.4
서비스업,2021.06 월,75
서비스업,2021.07 월,69.3
서비스업,2021.08 월,67
서비스업,2021.09 월,74
서비스업,2021.10 월,76.8
서비스업,2021.11 월,82.1
서비스업,2021.12 월,79
서비스업,2022.01 월,77.6
서비스업,2022.02 월,71.3
서비스업,2022.03 월,74.8
서비스업,2022.04 월,83
도매 및 소매업,2015.01 월,79.6
도매 및 소매업,2015.02 월,80.2
도매 및 소매업,2015.03 월,82
도매 및 소매업,2015.04 월,81
도매 및 소매업,2015.05 월,86.8
도매 및 소매업,2015.06 월,72.6
도매 및 소매업,2015.07 월,77.9
도매 및 소매업,2015.08 월,78.4
도매 및 소매업,2015.09 월,84.6
도매 및 소매업,2015.10 월,88.2
도매 및 소매업,2015.11 월,81.5
도매 및 소매업,2015.12 월,84.7
도매 및 소매업,2016.01 월,78.2
도매 및 소매업,2016.02 월,71.5
도매 및 소매업,2016.03 월,83.5
도매 및 소매업,2016.04 월,85.7
도매 및 소매업,2016.05 월,84.4
도매 및 소매업,2016.06 월,81.1
도매 및 소매업,2016.07 월,75.7
도매 및 소매업,2016.08 월,80.3
도매 및 소매업,2016.09 월,82.6
도매 및 소매업,2016.10 월,81
도매 및 소매업,2016.11 월,73.7
도매 및 소매업,2016.12 월,76.5
도매 및 소매업,2017.01 월,72.3
도매 및 소매업,2017.02 월,67.7
도매 및 소매업,2017.03 월,85.1
도매 및 소매업,2017.04 월,81.4
도매 및 소매업,2017.05 월,82
도매 및 소매업,2017.06 월,81.3
도매 및 소매업,2017.07 월,83.6
도매 및 소매업,2017.08 월,80
도매 및 소매업,2017.09 월,92.5
도매 및 소매업,2017.10 월,75.7
도매 및 소매업,2017.11 월,88.5
도매 및 소매업,2017.12 월,85.1
도매 및 소매업,2018.01 월,80.1
도매 및 소매업,2018.02 월,76.8
도매 및 소매업,2018.03 월,89.9
도매 및 소매업,2018.04 월,86.9
도매 및 소매업,2018.05 월,87.9
도매 및 소매업,2018.06 월,86.1
도매 및 소매업,2018.07 월,79.5
도매 및 소매업,2018.08 월,80.3
도매 및 소매업,2018.09 월,83.4
도매 및 소매업,2018.10 월,76.4
도매 및 소매업,2018.11 월,78.6
도매 및 소매업,2018.12 월,78.7
도매 및 소매업,2019.01 월,75.5
도매 및 소매업,2019.02 월,64.9
도매 및 소매업,2019.03 월,80.9
